Previous_Fraud_Reports,Fraudulent,Month,Day,Transaction_Amount_Standardized,Transaction_Location_Online,Device_Type_POS,Device_Type_Web,Transaction_Type_Debit,Time_of_Day_non-night,Interaction_Term_time_day_location
0,1,11,25,1.0347662666989481,1,0,1,1,1,1
0,1,8,27,-0.8467436550008008,1,0,0,0,0,0
0,1,8,3,0.6007715413191329,0,1,0,1,0,0
0,0,7,24,-0.7851284672009108,0,0,0,1,1,0
0,0,7,25,-1.5772396023466428,1,0,1,1,1,1
0,1,6,17,-0.5403479727392171,0,0,1,1,0,0
0,1,7,8,-0.042621282514488684,1,0,0,1,0,0
2,1,8,9,1.1101110574929882,1,0,0,0,1,1
0,1,6,15,-1.2961413112188682,1,0,1,0,0,0
3,1,4,24,0.8916638237828811,0,0,0,1,0,0
0,1,10,19,1.4330702602983607,1,0,0,0,1,1
0,1,5,5,0.9712179175387919,1,0,1,0,1,1
1,1,6,22,-0.3251226746295536,1,0,0,1,1,1
0,1,5,6,0.5031503570725601,0,0,0,1,1,0
1,1,9,19,-1.4641565916648203,1,0,0,1,1,1
0,1,2,13,0.7446188403148726,1,0,1,0,1,1
0,0,9,6,-0.13630339065600283,0,0,0,0,1,0
1,1,10,24,0.9023793579895194,0,0,1,1,0,0
0,1,1,23,-1.2437138365505669,1,0,0,0,0,0
0,1,6,4,1.7306281385634574,0,0,1,1,0,0
0,1,12,28,1.3475781045863626,1,0,0,0,1,1
0,0,8,31,0.2631404059676528,1,0,0,1,1,1
0,1,11,25,-1.218125431878653,1,0,0,0,1,1
1,0,12,24,-0.15398939198962294,0,0,0,0,1,0
0,1,12,26,0.18828063773712023,1,0,1,1,1,1
0,1,3,25,1.4653138674309767,1,0,0,1,0,0
0,1,11,8,-1.5280340632787857,1,0,0,1,0,0
0,1,1,11,1.0131411892602686,1,0,1,1,1,1
1,0,1,8,-0.6800829732857877,1,0,0,0,1,1
0,1,5,31,0.9662048629002515,1,0,1,0,1,1
0,1,1,20,0.9836795329740576,1,0,0,0,1,1
1,1,12,10,0.8676898513580716,1,0,1,1,0,0
0,0,6,19,-1.439798065636087,0,0,1,0,1,0
0,1,11,22,-1.5478333772105468,1,0,0,1,1,1
0,1,5,16,0.49315196337053696,0,0,1,0,0,0
0,0,1,20,1.0674152141167816,0,0,1,0,0,0
0,1,4,13,-0.46984994313337153,1,0,0,1,0,0
0,1,2,18,0.27818649877703844,0,1,0,0,1,0
2,0,7,29,-0.7603715297807244,0,0,0,1,1,0
0,1,10,9,-0.4125098827861139,1,0,1,1,1,1
0,1,9,15,0.975402969372487,1,0,0,0,0,0
0,1,8,12,0.052075908563508924,0,0,1,1,0,0
0,1,12,29,-1.3141633639000616,1,0,1,1,1,1
1,0,7,28,1.2759194852749807,1,0,0,0,1,1
2,0,1,20,-0.3879157743693908,0,0,1,1,1,0
0,1,2,21,-0.46562678238397226,1,0,0,1,1,1
1,1,1,5,0.7556634969753195,1,0,1,0,1,1
0,1,8,4,-0.09713435420587303,0,0,1,0,1,0
0,1,6,10,0.2502041613095257,0,1,0,1,0,0
0,1,6,27,1.4075165000952687,0,0,0,0,0,0
0,1,2,24,-0.17959858334282996,0,0,0,1,0,0
0,1,12,27,1.6482331983641443,1,1,0,0,1,1
0,1,1,27,0.8235943714414563,1,0,1,1,1,1
0,0,4,6,-1.1832834895843887,0,0,0,0,0,0
1,1,2,12,-0.9377581390430222,1,0,1,0,1,1
0,0,4,3,0.2627523879168467,1,0,0,1,1,1
0,1,3,4,0.9047802196788823,1,0,0,0,1,1
0,1,2,18,1.4487953846966568,1,0,0,1,1,1
5,0,12,25,-1.6562324557076373,0,0,1,0,0,0
0,0,6,28,-1.2841716472408742,1,0,0,1,1,1
2,0,8,3,-0.8087490660437363,0,0,1,1,1,0
1,1,4,11,1.2632118941110786,1,0,0,1,1,1
0,0,12,26,-1.3608987523409115,0,0,1,0,1,0
0,1,12,14,0.05592144460274874,0,0,1,0,1,0
0,0,12,2,-1.3994303305647169,1,0,1,1,1,1
0,0,7,8,-1.5946553768234515,1,0,1,0,1,1
0,1,10,4,0.8861726754745973,0,1,0,0,1,0
0,1,12,29,0.31213807822257805,1,1,0,1,1,1
0,0,7,2,0.5615921115283569,1,0,0,0,1,1
0,1,8,12,1.3196893071846694,1,0,0,0,0,0
0,0,10,24,-1.5091216477488671,0,0,1,0,0,0
0,0,1,25,-0.6825912328284991,1,0,0,0,1,1
0,1,12,12,0.007814135196548572,1,0,0,0,1,1
0,1,7,3,1.2456471484183356,0,0,0,0,1,0
4,0,10,7,-0.7996063907216159,0,0,0,1,0,0
0,1,11,16,-0.7145438264230105,0,0,0,0,0,0
0,1,9,23,1.4125815214370423,1,0,1,1,1,1
0,0,1,2,-1.255427131459278,0,0,1,0,1,0
0,1,6,1,-0.5270860700741633,1,0,1,0,0,0
0,0,8,19,-1.704977223340162,1,0,0,1,1,1
0,1,8,6,0.36419139262760175,0,1,0,1,0,0
0,1,8,19,-0.684219522863132,1,0,1,0,1,1
1,0,3,5,-1.5129810415756357,0,0,0,0,1,0
0,0,11,30,-1.674604417523933,1,0,1,0,1,1
0,1,3,22,-0.5515485295093628,1,1,0,1,0,0
0,1,12,16,1.65502004980637,1,0,1,0,0,0
0,1,5,18,0.651816701681437,0,0,0,1,1,0
0,1,7,27,1.3200322874260069,1,1,0,0,0,0
0,1,3,7,0.09034765327114941,1,0,0,1,0,0
0,1,9,12,-0.6069762151776473,1,0,1,0,0,0
0,1,7,9,0.8687638298915528,1,0,0,1,0,0
0,0,9,5,-0.9233079310973749,1,1,0,1,1,1
0,1,6,25,1.4220152102972672,1,0,1,0,1,1
3,1,4,25,1.2541558299610136,0,0,1,0,0,0
2,1,9,30,1.2144116953284392,0,1,0,0,1,0
0,1,5,25,0.16052695376383253,0,0,0,0,1,0
1,0,6,25,-1.504441180011018,0,0,1,0,0,0
0,0,1,6,-0.3939646986257084,0,0,0,1,1,0
0,0,12,14,-0.5421494851179599,1,0,0,0,1,1
0,1,9,4,-0.32197695686051786,0,0,0,1,0,0
0,1,7,30,0.43630385448055126,0,0,0,1,0,0
0,1,4,13,0.2620109962840562,1,0,1,1,0,0
2,0,11,9,-1.2881730833898128,1,0,1,0,1,1
0,1,8,26,-0.38050185804148723,1,0,1,0,1,1
0,0,5,17,-1.5355068752036867,1,1,0,0,1,1
0,0,9,1,-1.3133734700109205,0,0,1,1,1,0
0,1,10,26,0.14785747151563483,0,0,1,1,0,0
2,1,9,26,0.7098115424894303,0,0,0,1,1,0
2,0,12,1,-1.4540334778750381,1,0,0,1,1,1
0,0,9,8,-1.6641695035147526,1,0,0,0,1,1
1,1,7,14,-1.5212818563053818,1,0,1,1,1,1
0,0,6,3,0.34242773731363424,0,0,0,0,1,0
0,1,1,31,0.40516887035023863,0,0,0,1,0,0
3,1,10,29,-0.23638779663581827,1,0,0,0,1,1
0,1,4,21,0.2986371287226527,0,0,0,0,0,0
0,0,2,21,-1.0187430493612808,0,0,1,0,0,0
2,1,8,7,1.2275904512683198,1,0,0,0,1,1
1,1,1,15,0.32744054010124596,1,0,0,0,1,1
0,1,7,19,1.1971587498550933,1,0,1,0,1,1
0,0,8,18,0.8404558344171136,1,0,0,0,1,1
0,1,4,9,1.026815361104304,1,0,1,0,1,1
0,0,5,28,0.3959846216655319,1,0,0,1,1,1
1,1,6,1,1.2280235071285945,0,0,0,1,1,0
0,1,3,27,1.3639372227641016,0,0,0,1,0,0
0,1,5,18,0.5771440135825431,0,0,1,1,0,0
0,1,2,11,-0.36200864058431487,1,0,1,1,1,1
3,1,2,9,0.8784885322898826,0,0,1,0,1,0
0,1,10,26,0.9793455099244283,0,0,1,1,1,0
0,1,12,23,-0.5292478849286549,1,0,0,1,0,0
0,0,11,7,-1.7185474617777312,1,0,0,0,1,1
0,1,8,24,-1.6450838656407245,1,0,0,1,1,1
0,0,9,30,-1.710457978307799,0,0,1,0,1,0
0,1,6,21,-0.7580226347945944,1,0,1,1,1,1
0,0,5,22,0.42253267812381456,0,0,1,1,1,0
0,1,2,1,0.261834309493064,1,0,1,1,1,1
0,1,11,24,0.5796176286564325,1,0,1,0,1,1
0,1,4,20,0.015252302652627274,0,0,0,0,0,0
0,0,5,19,-1.6066215763545633,1,0,1,0,1,1
0,0,10,23,-1.57810224962031,1,0,0,0,1,1
0,1,4,6,-0.1517236437286655,1,0,1,0,0,0
0,1,6,12,0.4965297990806799,1,0,1,1,0,0
4,0,9,20,0.20287288800493783,1,0,0,1,1,1
1,1,11,22,-0.6942872055027992,1,0,1,0,0,0
0,1,10,1,-0.00799067148003829,0,0,0,1,0,0
0,1,10,29,0.770494794078009,1,0,1,1,1,1
0,1,3,14,-0.7066864608941855,1,1,0,0,0,0
3,1,1,25,-0.5144131233790834,1,0,0,1,0,0
0,1,9,14,-0.27818288382265405,1,0,0,1,1,1
0,1,6,11,1.0133767716482582,1,0,0,1,1,1
0,0,4,19,-1.3586226107393073,1,0,0,1,1,1
0,0,12,28,-0.044564837215401915,1,0,0,1,1,1
0,1,10,11,0.8216438878467789,1,0,1,1,1,1
2,0,11,4,1.6744244167935607,1,0,0,1,1,1
1,1,1,2,0.6810358466858943,1,0,1,0,1,1
0,1,8,30,-0.32640451997596687,0,0,1,0,0,0
0,1,7,14,0.6660140050046842,1,0,0,0,0,0
0,1,7,29,0.3268619774719192,0,0,0,1,1,0
1,1,11,9,-0.31881738130395343,0,0,0,0,1,0
0,1,8,16,1.3281217708959392,0,0,0,1,0,0
0,1,7,13,1.6740017542739327,0,0,1,0,1,0
0,1,9,7,0.6077420084461154,0,1,0,0,1,0
0,0,3,20,-1.455606336759556,1,0,1,0,1,1
0,1,5,2,1.1945812013747386,1,0,0,1,1,1
0,1,5,5,-0.2159995267340837,1,0,0,1,1,1
0,0,3,18,-1.5731065172161807,1,0,1,1,1,1
1,1,1,19,0.7907722016795133,1,0,0,1,1,1
0,1,10,1,0.968401322223565,1,0,0,0,1,1
1,1,5,4,-1.028110913730744,0,1,0,1,1,0
0,1,7,7,-0.9424247489933429,1,0,0,0,0,0
0,1,7,23,-0.3019351316470028,1,1,0,1,1,1
2,0,7,5,-0.3655666275323321,1,0,1,1,1,1
0,1,6,6,1.4804881447750031,0,1,0,0,0,0
2,1,7,28,0.5451602399660921,1,0,1,0,1,1
1,1,10,24,0.34585407528012807,1,0,0,1,0,0
0,1,3,4,1.1088430699341039,1,0,0,1,0,0
3,1,11,13,1.4318958128052959,1,0,1,0,0,0
0,1,9,6,-0.9580909777946418,1,0,0,0,1,1
0,1,8,29,-0.5288806535591419,1,0,1,0,1,1
0,1,6,22,-1.4774739254799893,1,1,0,0,0,0
0,1,6,16,1.216324070007412,0,1,0,1,0,0
0,1,2,17,-0.42592422111398415,0,0,1,0,1,0
1,1,5,13,-0.39528811733470803,0,0,1,1,0,0
1,1,12,15,0.3365554998483088,1,0,1,0,1,1
0,1,3,4,0.9616872241658654,1,0,0,0,1,1
0,0,3,28,-0.7971327756477267,1,0,0,1,1,1
0,1,10,9,-0.3253132192080745,0,0,0,1,1,0
1,0,1,30,-0.776380738823361,0,0,0,0,1,0
1,1,1,5,1.3039433961050801,1,0,0,0,0,0
1,1,10,2,1.7301916182563004,0,0,1,1,1,0
0,1,1,5,-0.33637519810293237,1,1,0,1,0,0
0,1,1,5,1.2089447981483308,1,0,0,1,1,1
0,0,1,14,-1.2763523906277536,1,0,0,1,1,1
0,1,11,30,-0.5253607755268288,1,0,0,0,1,1
0,1,9,29,0.2662480148209844,1,0,0,0,0,0
2,1,11,17,-0.06439186672222044,1,0,1,1,0,0
0,0,11,4,-1.3144924863538705,0,0,0,0,1,0
1,1,4,15,1.6369009926124753,1,0,0,0,0,0
0,1,8,26,0.5089221255783017,0,0,1,1,0,0
0,1,6,22,1.1226696774409557,1,0,1,0,1,1
0,1,11,2,1.21732875960325,1,0,1,1,0,0
0,0,7,10,-0.9844796696963434,1,0,0,0,1,1
0,0,1,25,-0.6537289258529083,0,0,1,1,1,0
1,1,1,21,1.7330428580403499,0,0,0,1,1,0
0,1,3,18,0.5154110345886586,1,0,1,0,1,1
2,0,7,20,-0.4939867445616445,0,0,1,0,1,0
0,1,6,10,0.46483357455545127,0,0,1,0,0,0
0,0,1,2,-0.5816892173844848,1,0,1,0,1,1
0,1,5,16,-0.7911254247539954,1,1,0,0,0,0
1,1,9,22,1.6071587161288061,1,0,1,1,1,1
2,1,5,12,0.4840716480922962,1,1,0,1,1,1
0,0,5,7,-1.2768478065319078,1,0,1,0,1,1
0,1,5,17,-0.8939709948989228,1,0,0,1,0,0
0,1,2,3,0.7317345623599787,1,1,0,0,1,1
2,1,8,20,-0.7585492307206885,1,0,1,1,0,0
0,1,4,7,-1.0981758874763148,0,0,0,1,1,0
0,1,11,14,-0.006785043965033565,1,1,0,1,1,1
0,1,4,26,0.022208911992080665,0,0,0,0,0,0
0,1,4,26,0.4811095460080169,1,0,0,1,0,0
1,1,5,8,-1.2012743622436424,0,0,1,0,0,0
0,0,9,16,0.8401440341977159,0,0,1,1,1,0
0,1,8,26,0.6821756497101374,1,1,0,0,1,1
0,1,1,3,0.05701620981752323,1,0,1,0,0,0
0,1,2,11,1.1627775789961612,0,0,1,1,1,0
2,1,4,8,1.0606595426964955,0,0,0,0,1,0
1,1,4,30,0.8780416186420791,1,1,0,0,0,0
0,1,7,24,-0.743925800430931,1,0,0,1,1,1
0,1,7,11,0.7454399142259538,0,0,1,0,1,0
0,1,2,11,0.32177963389573483,0,0,0,1,1,0
0,1,5,3,0.46950018450577163,1,0,0,0,0,0
0,0,1,1,0.7647403478066781,1,0,0,1,1,1
0,1,7,26,-0.4129775831152106,1,0,0,1,0,0
2,1,2,16,-0.3432590540578596,1,0,0,0,0,0
0,1,9,1,-0.9364347203340228,1,0,1,1,1,1
1,1,6,17,-1.0421419236036455,1,0,1,1,1,1
0,1,2,14,-0.6487470512363076,1,0,0,1,1,1
1,1,3,3,-0.6194551528473242,1,1,0,0,1,1
0,1,8,31,-1.2418499641279446,1,0,0,1,1,1
1,1,7,9,1.632591220691021,1,0,0,0,1,1
0,1,9,30,1.655137841000365,1,0,0,0,0,0
0,0,12,16,-1.4171405830265125,1,1,0,1,1,1
0,0,4,30,-0.35450811308435637,1,0,0,1,1,1
1,1,1,29,0.8310152166631243,1,0,1,1,1,1
2,0,1,6,-0.5749092948360234,0,0,0,0,1,0
0,0,12,28,-0.5574935203592145,1,0,0,0,1,1
1,1,9,3,1.6807989990568049,0,0,0,1,1,0
0,1,3,26,-0.3823761238047564,1,0,0,0,0,0
0,1,1,9,0.22398869175193406,0,0,0,1,1,0
2,1,11,13,0.5928933891090149,1,0,0,0,1,1
0,1,2,1,0.9600589341312324,1,1,0,1,1,1
2,1,1,23,1.0595439908004278,1,0,1,1,0,0
2,0,9,25,1.1388174643588804,0,1,0,1,0,0
0,0,5,7,-1.358317739413674,0,0,0,0,1,0
0,1,9,30,0.06189415102765787,0,0,1,0,1,0
3,1,11,3,-0.4100397321591068,0,0,0,0,0,0
1,1,6,19,-0.22421719473865695,0,0,0,1,1,0
0,0,1,16,-1.5845842297369024,0,0,0,0,1,0
0,1,2,4,0.9114562088208779,1,0,1,0,1,1
0,1,8,2,0.8513861643304481,1,0,1,1,1,1
1,1,11,2,1.15550916943731,1,0,1,1,1,1
0,0,11,17,-1.002047879835969,0,0,1,0,1,0
0,1,8,16,1.1703647176681746,1,0,1,0,0,0
0,1,6,25,-0.05448354863913459,1,0,1,1,1,1
3,1,4,2,1.4332434826424705,0,0,0,0,0,0
1,1,12,19,-0.9121246965616399,1,0,1,1,1,1
0,1,6,14,-0.5983220268659168,0,0,1,1,1,0
0,1,10,7,0.5661166791565072,0,1,0,1,1,0
3,0,10,15,-0.22589052258275852,0,0,1,0,1,0
0,1,7,3,0.19392075726133834,0,0,1,1,0,0
3,0,3,8,-1.3269748884704295,0,0,0,1,1,0
0,0,6,2,-0.8051702924144258,0,0,1,1,1,0
0,1,10,18,-0.6314421390597291,0,0,0,0,0,0
0,1,3,12,-0.4950676519888902,0,0,0,0,0,0
0,1,3,7,1.7226010151374047,1,0,0,1,1,1
0,1,7,6,1.383642996630043,1,0,0,0,1,1
0,1,4,12,0.2989905023046367,0,0,1,1,1,0
2,1,2,15,-1.2891292707292994,1,0,0,0,1,1
0,1,2,21,-0.49421193360898735,1,0,0,1,1,1
0,0,6,3,-0.9037130195316633,0,0,0,0,0,0
0,0,1,29,-1.2839707093217068,1,0,0,0,1,1
0,0,9,14,0.2483645400150785,0,0,0,1,1,0
1,0,9,23,-1.3997559885716435,1,0,0,0,1,1
0,0,3,18,-1.0118072267031206,1,0,1,0,1,1
2,1,5,12,1.2598202006134072,0,0,0,1,1,0
0,1,11,12,1.3995032344567453,0,0,0,0,0,0
0,1,5,18,1.6498476306112486,1,0,0,1,1,1
1,0,1,29,-1.5899160134886048,1,0,0,0,1,1
0,1,8,13,-1.1441421687093167,1,0,1,0,1,1
3,0,3,17,0.08849070974229144,1,0,0,1,1,1
2,0,4,10,-1.1044084274173886,0,0,1,0,1,0
0,1,9,1,-1.3580960148132135,1,0,1,0,1,1
0,1,4,3,-1.1621919369655678,1,0,1,0,0,0
0,0,9,12,0.9970938713019281,0,0,1,0,0,0
1,0,1,9,-0.7976420493394097,0,0,1,0,1,0
0,1,10,16,0.6638660479377216,1,0,1,0,1,1
0,0,8,28,0.8234176846504645,1,0,1,0,1,1
0,1,7,31,0.9804541329267316,0,0,1,0,0,0
0,0,12,10,-1.5575650085026405,1,0,0,0,1,1
1,0,5,25,-1.3002605385618013,1,0,0,1,1,1
0,1,12,2,-1.0181575578381894,1,0,0,1,1,1
0,0,12,18,1.068565410481671,1,0,0,1,1,1
1,1,1,21,1.1467129388034099,0,0,0,1,1,0
1,0,8,8,-0.6396632715111847,1,0,0,1,1,1
0,1,12,9,-0.7959410059202505,1,1,0,1,1,1
0,1,6,24,1.6331108877233507,1,0,1,0,1,1
0,1,1,25,8.148975548260611e-05,0,1,0,1,0,0
0,0,10,25,-1.2368819472988728,1,0,0,0,1,1
0,1,11,19,-0.30270077440796855,1,0,1,0,1,1
0,1,8,12,1.660008853316735,0,0,1,1,1,0
0,1,10,2,1.6419902650824236,0,0,0,0,0,0
3,0,10,29,-0.39704805635086454,0,0,1,1,1,0
0,0,5,6,-1.4917751622097022,1,0,1,0,1,1
3,1,5,26,-0.25237621899716184,0,0,0,1,0,0
0,1,6,20,-1.2492015204119684,1,0,0,0,0,0
0,1,11,22,-0.5508660334735698,0,1,0,1,0,0
1,1,10,26,0.4472168621594747,1,0,0,0,1,1
0,0,1,18,-0.13774460055899712,0,0,0,1,0,0
0,0,4,11,-0.6554957937628292,1,0,0,1,1,1
0,1,6,1,-1.5278608409346757,0,0,1,0,1,0
3,1,11,30,1.1669279863610342,1,0,1,1,1,1
0,0,10,6,-1.6723871715193261,1,0,0,0,1,1
0,1,10,9,1.1342270722399683,0,1,0,0,0,0
1,1,7,27,-0.20433126963484102,1,0,0,1,0,0
0,1,6,6,-0.5037149114068562,0,0,0,0,1,0
0,1,7,11,-0.5576043826594449,1,0,1,0,1,1
0,1,8,7,-1.121252568158635,0,0,0,0,0,0
0,1,3,2,-1.2716407428679644,0,0,1,1,0,0
0,1,8,5,1.3355634027989,1,0,1,1,0,0
0,1,5,27,-0.21523734841999992,0,0,0,1,0,0
0,0,7,10,0.01565071404408022,0,0,0,0,1,0
0,1,7,17,0.1443272001426753,0,0,0,0,1,0
3,1,8,9,1.3661267531936505,0,0,0,0,1,0
0,0,7,22,-0.3834189223162979,1,0,1,1,1,1
0,1,7,4,1.186557542395568,1,1,0,0,1,1
4,0,12,6,-0.8214254771856984,1,1,0,0,1,1
0,1,7,18,-0.9229233774934509,1,1,0,0,1,1
0,0,4,28,-0.946242569457525,1,0,1,0,1,1
0,0,6,18,-1.3407148848052266,0,0,0,1,1,0
0,1,5,29,1.6584394588790998,0,0,1,1,1,0
0,1,5,24,1.0128432468283999,0,0,1,0,0,0
0,1,5,30,0.03801025422178557,0,0,1,0,1,0
0,1,1,4,0.39832658775789775,1,0,1,0,1,1
0,1,11,6,-1.1002753422869265,1,0,1,1,0,0
3,0,9,23,-1.6852090894303409,1,0,0,1,0,0
0,0,5,24,-1.6971856823020988,1,0,0,1,1,1
0,0,12,3,-1.6067532253360868,1,0,0,1,1,1
0,1,11,9,-1.6814605579038027,1,0,0,1,1,1
0,1,8,7,0.8707905313176387,1,0,1,0,1,1
1,0,6,14,-0.13922391937769546,1,0,0,1,1,1
1,1,11,6,-0.6748481940467868,1,0,0,1,0,0
0,0,9,10,-1.3582207349009725,1,0,0,1,1,1
0,1,4,1,1.4034734905837438,1,0,0,1,0,0
0,1,8,30,0.8034347550339468,0,0,0,0,1,0
0,1,6,10,0.8232513912001188,0,1,0,1,0,0
0,1,12,21,-0.8159239355367682,0,0,1,1,0,0
1,1,12,10,0.9324576858207616,1,0,0,1,0,0
0,1,8,26,1.5297456505460933,1,0,0,0,0,0
0,0,4,10,-0.24130384676165728,1,0,0,1,1,1
2,1,5,13,0.03978751547235314,1,0,0,1,1,1
0,1,8,24,-0.44440011633674564,1,0,0,0,1,1
0,1,4,8,1.2107324527395449,1,1,0,1,1,1
0,1,7,3,-1.610331998965397,1,0,1,1,0,0
0,1,4,6,1.7023443942171939,0,0,0,1,1,0
0,1,9,2,-0.09506607941720079,1,0,0,0,1,1
0,1,9,19,0.7321260448576671,1,0,0,1,1,1
0,1,11,28,-1.1776953367634035,1,0,0,1,1,1
1,1,1,13,0.7070607716649651,0,0,1,0,1,0
0,1,4,11,1.5799835947848453,1,0,1,1,1,1
0,1,10,27,0.12127477058853037,0,0,1,1,1,0
4,0,10,26,-0.608774263109508,1,0,1,1,1,1
0,1,9,10,1.3074390230092172,0,0,1,1,0,0
1,0,8,26,-0.46913626707563877,0,0,1,1,1,0
2,1,2,24,0.7447885982121005,1,0,0,0,1,1
2,0,7,4,1.338276064707661,0,0,0,0,1,0
0,0,6,9,-1.495620698248942,0,1,0,1,0,0
0,0,1,14,-1.0499300001948264,0,0,1,1,1,0
2,1,11,27,1.4625665610533936,0,0,0,0,1,0
0,1,3,25,0.6934420309710452,1,0,1,1,1,1
0,1,11,11,0.46322953564899355,0,1,0,1,1,0
1,1,5,8,0.8616651782299294,1,0,0,1,1,1
4,0,9,11,-1.0052732798832953,0,0,1,0,1,0
0,1,9,22,1.4010726288943804,0,0,0,0,0,0
0,1,9,17,1.048866565509494,1,0,0,1,0,0
0,1,3,26,-0.5147561036204209,1,0,0,1,0,0
0,1,3,5,-1.361816830764694,1,1,0,0,0,0
0,0,4,13,0.7002011668382131,1,1,0,1,1,1
0,1,11,5,-1.19958371216513,1,1,0,1,1,1
0,1,1,30,1.6136233740109873,0,0,0,0,1,0
0,0,9,8,1.2059757671702873,1,0,1,1,0,0
0,0,7,11,-0.8160694423058203,1,0,1,1,1,1
0,1,6,3,0.5847588678296143,1,0,1,1,1,1
1,0,3,18,-1.4183531394352817,0,0,1,0,0,0
2,1,2,8,0.3809177421748532,1,0,1,1,1,1
0,0,9,2,-1.5357805665073803,1,1,0,0,0,0
0,1,6,26,0.23886156221720983,1,0,0,0,1,1
0,1,11,24,0.40136837212046744,1,0,1,1,1,1
0,1,2,5,1.4968472629527423,1,0,1,0,0,0
0,1,8,3,-0.3787627057066239,1,0,0,1,0,0
0,1,1,16,0.20069721536291762,0,0,0,1,1,0
0,1,2,28,-0.9745020626756135,1,0,1,0,1,1
0,0,8,25,-0.7652252198626839,0,0,1,0,0,0
4,1,11,2,1.6805911322438727,1,0,0,1,0,0
2,1,8,24,-0.926304677650476,1,0,0,1,1,1
0,0,5,30,-0.9275692007624782,1,0,1,0,1,1
1,1,10,18,0.41854509976240467,0,0,1,0,1,0
0,1,2,18,-0.3616033002990977,1,0,0,1,1,1
0,1,6,25,0.8428740183408879,1,0,1,0,1,1
1,1,8,21,-0.026428457787095693,1,0,0,0,1,1
0,0,8,14,-1.388406460585563,0,0,0,0,1,0
0,1,9,27,0.048802006259831957,0,0,0,1,1,0
0,1,6,3,0.25751414423096347,0,0,1,1,0,0
1,1,6,12,0.049283564376457575,0,1,0,1,0,0
0,0,8,28,-0.9530709942623371,0,1,0,0,1,0
2,1,4,29,0.33815260986100193,0,0,1,1,1,0
1,1,5,4,1.4680784960429705,1,0,1,1,1,1
0,1,11,11,0.14289984802720979,1,1,0,1,1,1
0,0,6,6,-0.9830765687090534,0,0,0,1,1,0
0,1,12,8,0.05796893271012766,1,0,1,1,1,1
0,0,1,11,-1.6371398889398447,1,0,0,0,1,1
0,1,12,14,0.9398923888299584,0,0,1,0,1,0
0,1,10,23,0.09148052740162828,0,0,0,1,0,0
2,1,11,25,0.4874702704837322,0,1,0,1,0,0
1,1,2,24,1.5231701303636818,0,0,1,0,1,0
1,1,2,10,1.2132303189416098,1,1,0,1,0,0
1,0,6,9,-0.5672216872044262,0,0,0,1,1,0
3,1,4,20,0.7834241098423715,1,0,1,1,1,1
0,1,4,16,-0.681260885225735,0,0,0,1,0,0
0,1,7,7,-0.11775820649559715,1,0,1,1,1,1
0,1,10,16,-0.08975508234679141,1,0,0,1,1,1
0,1,11,25,0.5198697777260473,1,0,1,1,1,1
0,1,7,27,1.1517329223357144,0,0,0,1,1,0
0,1,10,26,0.9167498836568763,1,0,0,1,1,1
0,1,8,19,0.6708780884272901,0,0,0,0,1,0
0,1,1,5,-1.3761977497726976,0,0,1,1,1,0
0,1,6,8,1.5191721586616258,0,0,1,1,1,0
0,1,10,29,1.3380335534259076,0,0,0,0,1,0
0,1,8,31,0.05057233861663529,1,1,0,1,1,1
0,1,10,22,0.721292719457034,0,0,0,0,1,0
1,1,8,3,1.44391397903964,0,1,0,1,0,0
1,1,3,30,-0.4068697632618956,1,0,0,0,1,1
0,1,3,14,-0.45040746723047687,0,0,1,1,0,0
3,1,12,26,-0.9804401246317006,1,0,0,1,0,0
1,1,3,27,0.13487965349492143,0,1,0,0,0,0
0,0,6,15,-0.11774088426118641,0,0,0,0,1,0
0,0,3,17,-1.1914872998014334,0,1,0,1,1,0
1,1,6,30,0.8537073437415207,1,0,0,0,0,0
1,1,2,23,-0.8079695654952418,1,0,0,1,1,1
0,1,5,5,1.499525280392681,1,0,1,0,1,1
0,1,7,11,0.800233606114796,1,0,1,0,1,1
0,0,10,22,-0.22431073480447644,1,1,0,1,1,1
0,1,3,24,0.3201652016486303,1,0,1,0,1,1
3,1,9,26,0.03497886319986239,1,0,0,0,1,1
0,0,2,29,-0.2933675545073275,1,0,0,0,1,1
1,0,10,13,-1.249090658111738,1,0,1,0,1,1
3,0,5,8,-1.3972096201132278,0,0,1,0,1,0
0,1,9,1,-0.9165487952302066,1,0,0,0,1,1
1,1,5,18,1.0828666472113841,0,1,0,0,1,0
0,1,2,22,1.0313191420511614,0,0,1,1,0,0
0,0,2,16,-0.3739644467747798,0,0,0,0,1,0
0,1,1,19,-0.8542684336289347,1,0,1,0,1,1
2,1,8,24,-1.1200885140062165,1,0,1,0,1,1
0,0,5,18,-1.0197927767665869,0,0,0,1,1,0
2,1,3,9,0.8196552953363974,0,0,0,0,1,0
1,1,11,8,1.4692252279609783,1,0,0,1,0,0
0,1,3,12,1.2282868050916416,1,0,1,0,1,1
0,0,3,17,1.4786866323962606,0,0,0,0,1,0
0,1,3,3,0.7753138396911463,1,0,1,1,1,1
0,0,3,16,0.45586065713055846,0,0,0,0,1,0
3,1,8,9,1.4991580490231682,1,0,0,1,1,1
0,1,2,22,0.7762769559243972,1,0,0,0,0,0
1,1,1,15,0.22997872041125425,1,0,1,1,1,1
0,1,2,18,0.9396810575701441,1,0,0,0,1,1
1,1,3,31,-0.5752765262055364,1,0,0,0,1,1
